platform,content,score,user,time,song_id,clean_content,words,word_count,sentiment_label,sentiment_prob,sentiment_text,entities,person_entities,location_entities,organization_entities,product_entities,keywords,keyword_list,is_long,summary,topic_0,topic_1,topic_2,topic_3,topic_4,dominant_topic,aspect_results,aspect_晚安,aspect_时候,aspect_朋友,aspect_世界,aspect_我会,aspect_感觉,aspect_流泪,aspect_首歌,aspect_我爱你,aspect_爱心
网易云音乐,"我想要的从来都不是一句对不起.

我爱你可你好像不爱我.

会幸福吗 他好像不耐烦了.

受不了我情绪就不要跟我永远.

所有的原谅 其实因为都是不想失去.

唯一能伤害到我的都是我在意的.

为你流过的泪 回头打滑告诉我没必要.

你每次生气的时候总会拿我脾气说事.",1,i翻-篇,2025-04-23 20:59:51,1359356908,我想要的从来都不是一句对不起 我爱你可你好像不爱我 会幸福吗 他好像不耐烦了 受不了我情绪就不要跟我永远 所有的原谅 其实因为都是不想失去 唯一能伤害到我的都是我在意的 为你流过的泪 回头打滑告诉我没必要 你每次生气的时候总会拿我脾气说事,"['想要', '从来', '不是', '一句', '对不起', '我爱你', '好像', '不爱', '幸福', '好像', '不耐烦', '受不了', '情绪', '不要', '永远', '所有', '原谅', '因为', '不想', '失去', '唯一', '伤害', '在意', '流过', '回头', '打滑', '告诉', '必要', '每次', '生气', '时候', '总会', '脾气', '说事']",34,2,0.5720223188400269,正面,"[(' ', 'OTHER', 14, 15), (' ', 'OTHER', 25, 26), (' ', 'OTHER', 30, 31), (' ', 'OTHER', 38, 39), (' ', 'OTHER', 52, 53), ('原谅', 'PERSON', 56, 58), (' ', 'OTHER', 58, 59), (' ', 'OTHER', 69, 70), (' ', 'OTHER', 84, 85), (' ', 'OTHER', 91, 92), (' ', 'OTHER', 102, 103)]",['原谅'],[],[],[],"[('好像', 0.7489241206493333), ('打滑', 0.68420609948), ('流过', 0.58920550793), ('在意', 0.5429956958926667), ('总会', 0.5192806874979999), ('脾气', 0.488095095998), ('想要', 0.46075615906666667), ('生气', 0.44994614587133336), ('回头', 0.423404565788), ('失去', 0.40642841789666667), ('情绪', 0.40378860092133334), ('不想', 0.3976249972513333), ('告诉', 0.33467280859133336), ('时候', 0.28591642222933333)]","['好像', '打滑', '流过', '在意', '总会', '脾气', '想要', '生气', '回头', '失去', '情绪', '不想', '告诉', '时候']",True,我想要的从来都不是一句对不起 我爱你可你好像不爱我 会幸福吗 他好像不耐烦了 受不了我情绪就不要跟我永远 所有的原谅 其实因为都是不想失去 唯一能伤害到我的都是我在意的 为你流过的泪 回头打滑告诉我没必要 你每次生气的时候总会拿我脾气说事。,0.0,0.0,0.0,0.0,0.0,0,"[('对不起', '中性', 0.0, '都不是一句对不起 我爱你可', []), ('我爱你', '中性', 0.0, '句对不起 我爱你可你好像不', []), ('受不了', '中性', 0.0, '不耐烦了 受不了我情绪就不', []), ('情绪', '中性', 0.0, ' 受不了我情绪就不要跟我', []), ('原谅', '中性', 0.0, '远 所有的原谅 其实因为', []), ('生气', '中性', 0.0, '要 你每次生气的时候总会', []), ('时候', '中性', 0.0, '每次生气的时候总会拿我脾', []), ('总会', '中性', 0.0, '生气的时候总会拿我脾气说', []), ('脾气', '中性', 0.0, '候总会拿我脾气说事', [])]",无,中性,无,无,无,无,无,无,中性,无
网易云音乐,罐头鱼 晚安,1,冬京总是雨,2025-04-23 20:59:17,1359356908,罐头鱼 晚安,"['罐头', '晚安']",2,1,0.4402104020118713,中性,"[(' ', 'OTHER', 3, 4)]",[],[],[],[],"[('晚安', 5.6308101612), ('罐头', 4.220546068915)]","['晚安', '罐头']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('罐头', '中性', 0.0, '罐头鱼 晚安', []), ('晚安', '中性', 0.0, '罐头鱼 晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,都说失去了才会懂得珍惜其实珍惜过后失去比什么都痛,1,诺糯不爱吃鱼,2025-04-23 20:58:43,1359356908,都说失去了才会懂得珍惜其实珍惜过后失去比什么都痛,"['失去', '懂得', '珍惜', '珍惜', '过后', '失去']",6,2,0.3846405446529388,正面,"[('过后', 'TIME', 15, 17)]",[],[],[],[],"[('失去', 4.064284178966667), ('懂得', 2.332310131463333)]","['失去', '懂得']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,我本来是要淋雨的，你非要给我撑伞，我会走不快，你也会淋湿，到头来你还要埋怨我。,1,诺糯不爱吃鱼,2025-04-23 20:57:28,1359356908,我本来是要淋雨的，你非要给我撑伞，我会走不快，你也会淋湿，到头来你还要埋怨我。,"['本来', '淋雨', '非要', '撑伞', '我会', '不快', '淋湿', '到头来', '还要', '埋怨']",10,2,0.4378150403499603,正面,"[('本来', 'TIME', 1, 3), ('，', 'OTHER', 8, 9), ('，', 'OTHER', 16, 17), ('，', 'OTHER', 22, 23), ('，', 'OTHER', 28, 29), ('。', 'OTHER', 38, 39)]",[],[],[],[],"[('撑伞', 2.36424722206), ('淋雨', 2.28315420044), ('淋湿', 2.08698834984), ('埋怨', 1.593686492906), ('我会', 1.468212482896)]","['撑伞', '淋雨', '淋湿', '埋怨', '我会']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('淋雨', '中性', 0.0, '我本来是要淋雨的，你非要', []), ('我会', '中性', 0.0, '给我撑伞，我会走不快，你', []), ('淋湿', '中性', 0.0, '快，你也会淋湿，到头来你', []), ('到头来', '中性', 0.0, '也会淋湿，到头来你还要埋怨', [])]",无,无,无,无,中性,无,无,无,无,无
网易云音乐,这没骨气 心情好就原谅整个世界,1,敏感使我共鸣,2025-04-23 20:55:47,1359356908,这没骨气 心情好就原谅整个世界,"['没骨气', '心情', '原谅', '整个', '世界']",5,2,0.4622499048709869,正面,"[(' ', 'OTHER', 4, 5), ('原谅', 'PERSON', 9, 11)]",['原谅'],[],[],[],"[('心情', 3.17448271831), ('世界', 2.183764702785)]","['心情', '世界']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('没骨气', '正面', 0.3333333333333333, '这没骨气 心情好就', [('好', 1.0)]), ('心情', '正面', 0.3333333333333333, '这没骨气 心情好就原谅整', [('好', 1.0)]), ('原谅', '正面', 0.3333333333333333, ' 心情好就原谅整个世界', [('好', 1.0)]), ('世界', '中性', 0.0, '就原谅整个世界', [])]",无,无,无,中性,无,无,无,无,无,无
网易云音乐,4月23,1,酒店学习巴西爵士,2025-04-23 20:52:22,1359356908,月,[],0,2,0.3387334048748016,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,云南天气好不好 你好不好,1,yin_ilove,2025-04-23 20:47:35,1359356908,云南天气好不好 你好不好,"['云南', '天气', '好不好', '好不好']",4,2,0.4455435276031494,正面,"[('云南', 'LOCATION', 0, 2), (' ', 'OTHER', 7, 8)]",[],['云南'],[],[],"[('云南', 3.24456068208), ('天气', 3.229971972295)]","['云南', '天气']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('云南', '中性', 0.0, '云南天气好不好', []), ('天气', '中性', 0.0, '云南天气好不好 你', []), ('好不好', '中性', 0.0, '云南天气好不好 你好不好', []), ('好不好', '中性', 0.0, '云南天气好不好 你好不好', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,晚安,1,Sidhuwik,2025-04-23 20:46:52,1359356908,晚安,['晚安'],1,2,0.4150713980197906,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,😄,1,怡晚sulili,2025-04-23 20:43:58,1359356908,,[],0,0,0.0,负面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,情头也偷啊[流泪],1,枯木滕,2025-04-23 20:43:36,1359356908,情头也偷啊流泪,"['情头', '流泪']",2,2,0.4110714197158813,正面,[],[],[],[],[],"[('情头', 5.97738375145), ('流泪', 4.01007233279)]","['情头', '流泪']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('情头', '中性', 0.0, '情头也偷啊流泪', []), ('流泪', '中性', 0.0, '情头也偷啊流泪', [])]",无,无,无,无,无,无,中性,无,无,无
网易云音乐,接,1,晞aaa,2025-04-23 20:40:15,1359356908,接,[],0,0,0.3542755842208862,负面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,缘分像一条线紧了会断松了会不见,1,相识ks,2025-04-23 20:39:08,1359356908,缘分像一条线紧了会断松了会不见,"['缘分', '一条线', '会断', '不见']",4,2,0.3858831226825714,正面,[],[],[],[],[],"[('缘分', 4.67340038019), ('不见', 3.089221453635)]","['缘分', '不见']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('缘分', '中性', 0.0, '缘分像一条线紧', []), ('一条线', '中性', 0.0, '缘分像一条线紧了会断松', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,官方现在文案圈好多人都退了  官方你是要让我们文案圈彻底没有知名度吗,1,知郁_uQex,2025-04-23 20:37:56,1359356908,官方现在文案圈好多人都退了 官方你是要让我们文案圈彻底没有知名度吗,"['官方', '现在', '文案', '好多', '官方', '我们', '文案', '彻底', '知名度']",9,2,0.4891759753227234,正面,"[('现在', 'TIME', 2, 4), (' ', 'OTHER', 13, 14)]",[],[],[],[],"[('文案', 3.3957018617666663), ('官方', 2.3452766246666665), ('知名度', 1.4379463489016666), ('没有', 0.5188039275249999)]","['文案', '官方', '知名度', '没有']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('官方', '中性', 0.0, '官方现在文案圈', []), ('文案', '中性', 0.0, '官方现在文案圈好多人都', []), ('官方', '中性', 0.0, '官方现在文案圈', []), ('文案', '中性', 0.0, '官方现在文案圈好多人都', []), ('知名度', '中性', 0.0, '圈彻底没有知名度吗', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,唉,1,湖南出了名的烂,2025-04-23 20:36:58,1359356908,唉,[],0,2,0.3892130553722381,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,头像已偷,1,Yang_c_T1Lw,2025-04-23 20:35:52,1359356908,头像已偷,['头像'],1,1,0.3892194926738739,中性,[],[],[],[],[],"[('头像', 9.53122979951)]",['头像'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('头像', '中性', 0.0, '头像已偷', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,不了。,1,Yang_c_T1Lw,2025-04-23 20:35:27,1359356908,不了。,['不了'],1,1,0.3895314335823059,中性,"[('。', 'OTHER', 2, 3)]",[],[],[],[],"[('不了', 6.03818045475)]",['不了'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,手机吗,1,Yang_c_T1Lw,2025-04-23 20:34:36,1359356908,手机吗,['手机'],1,2,0.4081082940101623,正面,[],[],[],[],[],"[('手机', 6.17182182812)]",['手机'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('手机', '中性', 0.0, '手机吗', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,我想和她做朋友，可我不想看她喜欢别的人,1,Aizeli丽,2025-04-23 20:34:24,1359356908,我想和她做朋友，可我不想看她喜欢别的人,"['朋友', '不想', '喜欢', '别的']",4,2,0.4657717943191528,正面,"[('，', 'OTHER', 7, 8)]",[],[],[],[],"[('不想', 1.9881249862566666), ('朋友', 1.9490361609466669), ('喜欢', 1.9008628010066666)]","['不想', '朋友', '喜欢']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('朋友', '中性', 0.0, '我想和她做朋友，可我不想', [])]",无,无,中性,无,无,无,无,无,无,无
网易云音乐,这里~,1,煎紫薯,2025-04-23 20:34:09,1359356908,这里,['这里'],1,2,0.4118743240833282,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,有些东西是该放下,1,夕颜_x8tT,2025-04-23 20:31:40,1359356908,有些东西是该放下,"['有些', '东西', '放下']",3,1,0.3965238630771637,中性,"[('东西', 'LOCATION', 2, 4)]",[],['东西'],[],[],"[('放下', 3.3045107214), ('东西', 2.38664210041)]","['放下', '东西']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('东西', '中性', 0.0, '有些东西是该放下', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,听了3年晚安，还是忘记不了你的那句晚安,1,那就叫你芯芯,2025-04-23 20:27:23,1359356908,听了年晚安，还是忘记不了你的那句晚安,"['晚安', '忘记', '不了', '那句', '晚安']",5,2,0.3964073657989502,正面,"[('，', 'OTHER', 5, 6)]",[],[],[],[],"[('晚安', 5.6308101612), ('忘记', 1.71091016757), ('不了', 1.5095451136875)]","['晚安', '忘记', '不了']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '听了年晚安，还是忘记', []), ('晚安', '中性', 0.0, '听了年晚安，还是忘记', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,晚安,1,那就叫你芯芯,2025-04-23 20:26:04,1359356908,晚安,['晚安'],1,2,0.4150713980197906,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,宝宝终于听到现场版晚安啦 希望你一直唱歌 颜人中越来越好,1,刘什么1y,2025-04-23 20:24:52,1359356908,宝宝终于听到现场版晚安啦 希望你一直唱歌 颜人中越来越好,"['宝宝', '终于', '听到', '现场版', '晚安', '希望', '一直', '唱歌', '颜人', '越来越']",10,2,0.5035412311553955,正面,"[('宝宝', 'PERSON', 0, 2), (' ', 'MUSIC', 12, 13), (' ', 'MUSIC', 20, 21)]",['宝宝'],[],[],[],"[('现场版', 2.3167796086666668), ('颜人', 1.9924612504833332), ('晚安', 1.8769367204), ('唱歌', 1.3717994548333332), ('听到', 0.95655043813), ('希望', 0.8675563791966666)]","['现场版', '颜人', '晚安', '唱歌', '听到', '希望']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('宝宝', '中性', 0.0, '宝宝终于听到现', []), ('晚安', '中性', 0.0, '听到现场版晚安啦 希望你', []), ('唱歌', '中性', 0.0, '希望你一直唱歌 颜人中越', []), ('颜人', '正面', 0.3333333333333333, '一直唱歌 颜人中越来越好', [('好', 1.0)])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,"唉
",1,与泪做伴,2025-04-23 20:24:32,1359356908,唉,[],0,2,0.3892130553722381,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,我宁愿满身烟味 也不眼里含泪,1,Y痛斥,2025-04-23 20:22:14,1359356908,我宁愿满身烟味 也不眼里含泪,"['宁愿', '满身', '烟味', '眼里', '含泪']",5,2,0.4189792573451996,正面,"[(' ', 'OTHER', 7, 8)]",[],[],[],[],"[('烟味', 3.4888968158333333), ('含泪', 3.0577632777533332), ('满身', 2.9177277250533336)]","['烟味', '含泪', '满身']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('烟味', '中性', 0.0, '我宁愿满身烟味 也不眼里', []), ('含泪', '中性', 0.0, ' 也不眼里含泪', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,我不再需要可有可无的友情,1,Cdokii,2025-04-23 20:21:09,1359356908,我不再需要可有可无的友情,"['不再', '需要', '可有可无', '友情']",4,1,0.4342566132545471,中性,[],[],[],[],[],"[('友情', 4.818998887465), ('需要', 2.17224032175)]","['友情', '需要']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('可有可无', '中性', 0.0, '我不再需要可有可无的友情', []), ('友情', '中性', 0.0, '可有可无的友情', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,关于你的一切都没忘从你我相识那天起,1,Y痛斥,2025-04-23 20:20:13,1359356908,关于你的一切都没忘从你我相识那天起,"['关于', '一切', '相识', '那天']",4,2,0.4417887032032013,正面,[],[],[],[],[],"[('相识', 8.3285236198)]",['相识'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,谢谢,1,为尘事贪了杯,2025-04-23 20:20:04,1359356908,谢谢,['谢谢'],1,2,0.3744980096817016,正面,"[('谢谢', 'PERSON', 0, 2)]",['谢谢'],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,"[('谢谢', '中性', 0.0, '谢谢', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,你会痛恨我吗 奇怪的脾气执拗的性格,1,拜托微辣,2025-04-23 20:17:52,1359356908,你会痛恨我吗 奇怪的脾气执拗的性格,"['痛恨', '奇怪', '脾气', '执拗', '性格']",5,2,0.5152561664581299,正面,"[(' ', 'OTHER', 6, 7)]",[],[],[],[],"[('执拗', 1.8651933346940002), ('痛恨', 1.737148378874), ('脾气', 1.464285287994), ('性格', 1.423470490274), ('奇怪', 1.292106194262)]","['执拗', '痛恨', '脾气', '性格', '奇怪']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('脾气', '中性', 0.0, '吗 奇怪的脾气执拗的性格', []), ('性格', '中性', 0.0, '脾气执拗的性格', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,互关,1,拜托微辣,2025-04-23 20:17:32,1359356908,互关,['互关'],1,1,0.410512775182724,中性,[],[],[],[],[],"[('互关', 11.9547675029)]",['互关'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,用承诺绑住一个人 那太残忍了 晚安亲爱的 希望你永远辛福.,1,Y9_04,2025-04-23 20:15:49,1359356908,用承诺绑住一个人 那太残忍了 晚安亲爱的 希望你永远辛福,"['承诺', '绑住', '那太', '残忍', '晚安', '亲爱', '希望', '永远', '辛福']",9,2,0.4158129096031189,正面,"[(' ', 'OTHER', 8, 9), (' ', 'OTHER', 14, 15), (' ', 'OTHER', 20, 21), ('辛福', 'PERSON', 26, 28)]",['辛福'],[],[],[],"[('晚安', 2.8154050806), ('绑住', 2.782022232425), ('承诺', 1.617344494205), ('希望', 1.301334568795)]","['晚安', '绑住', '承诺', '希望']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '太残忍了 晚安亲爱的 希', []), ('辛福', '中性', 0.0, '希望你永远辛福', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,晚安陌生人,1,枯木滕,2025-04-23 20:15:40,1359356908,晚安陌生人,"['晚安', '陌生人']",2,1,0.4194600880146026,中性,[],[],[],[],[],"[('晚安', 5.6308101612), ('陌生人', 4.385389468525)]","['晚安', '陌生人']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安陌生人', []), ('陌生人', '中性', 0.0, '晚安陌生人', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,一个背影就能认出来 你让我怎么忘,1,Y痛斥,2025-04-23 20:15:32,1359356908,一个背影就能认出来 你让我怎么忘,"['背影', '认出来', '怎么']",3,2,0.5048596858978271,正面,"[(' ', 'OTHER', 9, 10)]",[],[],[],[],"[('认出来', 4.65277890092), ('背影', 3.98025319963)]","['认出来', '背影']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('背影', '中性', 0.0, '一个背影就能认出来', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,2025年听晚安的人永远幸福。,1,樱花树下萌的战绩可查,2025-04-23 20:15:14,1359356908,年听晚安的人永远幸福。,"['晚安', '永远', '幸福']",3,1,0.4129341244697571,中性,"[('。', 'OTHER', 10, 11)]",[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '年听晚安的人永远幸', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,还看不,1,Dear_330,2025-04-23 20:14:59,1359356908,还看不,[],0,2,0.3868630230426788,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,深夜 emo 时刻的软肋 氛围型重磅炸弹,1,A-YTO,2025-04-23 20:14:06,1359356908,深夜 emo 时刻的软肋 氛围型重磅炸弹,"['深夜', 'emo', '时刻', '软肋', '氛围', '重磅', '炸弹']",7,2,0.4335454702377319,正面,"[('深夜', 'TIME', 0, 2), (' ', 'OTHER', 2, 3), (' ', 'OTHER', 6, 7), (' ', 'OTHER', 12, 13)]",[],[],[],[],"[('软肋', 2.0101060100600003), ('重磅', 1.8869539066640002), ('氛围', 1.567378488658), ('炸弹', 1.534828196538), ('时刻', 1.353476339416)]","['软肋', '重磅', '氛围', '炸弹', '时刻']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('时刻', '中性', 0.0, ' emo 时刻的软肋 氛', []), ('软肋', '中性', 0.0, 'o 时刻的软肋 氛围型重', []), ('氛围', '中性', 0.0, '刻的软肋 氛围型重磅炸弹', []), ('重磅', '中性', 0.0, '肋 氛围型重磅炸弹', []), ('炸弹', '中性', 0.0, '氛围型重磅炸弹', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,接了,1,誓如约m,2025-04-23 20:13:54,1359356908,接了,[],0,2,0.4022000730037689,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,今天是4月23号，明天期中考试，有点紧张，第一次裸考，其他一切安好，也希望你们天天开心,1,恋以愿,2025-04-23 20:12:34,1359356908,今天是月号，明天期中考试，有点紧张，第一次裸考，其他一切安好，也希望你们天天开心,"['今天', '明天', '期中考试', '有点', '紧张', '第一次', '裸考', '其他', '一切', '安好', '希望', '你们', '天天开心']",13,1,0.529253363609314,中性,"[('今天', 'TIME', 0, 2), ('，', 'OTHER', 5, 6), ('明天', 'TIME', 6, 8), ('，', 'OTHER', 12, 13), ('，', 'OTHER', 17, 18), ('，', 'OTHER', 23, 24), ('，', 'OTHER', 30, 31)]",[],[],[],[],"[('裸考', 3.9849225009666664), ('有点', 1.8661372857), ('希望', 1.7351127583933332)]","['裸考', '有点', '希望']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('有点', '中性', 0.0, '期中考试，有点紧张，第一', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,"“他缺点多吗?”
“多，像星星一样多。”
“那优点呢?”
“像太阳一样少。”
“那你为什么喜欢他?”
“因为太阳一出来星星就都不见了。”",1,_iyyw17_,2025-04-23 19:59:48,1359356908,他缺点多吗 多，像星星一样多。 那优点呢 像太阳一样少。 那你为什么喜欢他 因为太阳一出来星星就都不见了。,"['缺点', '星星', '一样', '优点', '太阳', '一样', '为什么', '喜欢', '因为', '太阳', '出来', '星星', '不见']",13,2,0.5198870301246643,正面,"[(' ', 'OTHER', 5, 6), ('，', 'OTHER', 7, 8), ('星星', 'OTHER', 9, 11), ('。', 'OTHER', 14, 15), (' ', 'OTHER', 15, 16), (' ', 'OTHER', 20, 21), ('太阳', 'LOCATION', 22, 24), ('。', 'OTHER', 27, 28), (' ', 'OTHER', 28, 29), (' ', 'OTHER', 37, 38), ('太阳', 'LOCATION', 40, 42), ('星星', 'OTHER', 45, 47), ('。', 'OTHER', 52, 53)]",[],"['太阳', '太阳']",[],[],"[('太阳', 1.7794056443800002), ('缺点', 1.0894165186757143), ('优点', 1.062298478327143), ('不见', 0.8826347010385714), ('喜欢', 0.8146554861457143), ('出来', 0.6241708934)]","['太阳', '缺点', '优点', '不见', '喜欢', '出来']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('缺点', '中性', 0.0, '他缺点多吗 多，', []), ('星星', '中性', 0.0, '吗 多，像星星一样多。 ', []), ('优点', '中性', 0.0, '样多。 那优点呢 像太阳', []), ('太阳', '中性', 0.0, '优点呢 像太阳一样少。 ', []), ('太阳', '中性', 0.0, '优点呢 像太阳一样少。 ', []), ('星星', '中性', 0.0, '吗 多，像星星一样多。 ', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,其实，我只是想起你了，并不是想你……,1,薪尽自然樑同学,2025-04-23 19:58:33,1359356908,其实，我只是想起你了，并不是想你,"['想起', '不是']",2,1,0.3852660357952118,中性,"[('，', 'OTHER', 2, 3), ('，', 'OTHER', 10, 11)]",[],[],[],[],"[('想起', 6.02555837094)]",['想起'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,52天后中考顺利。,1,血契骨钉,2025-04-23 19:54:37,1359356908,天后中考顺利。,"['天后', '中考', '顺利']",3,2,0.393761396408081,正面,"[('中考', 'LOCATION', 2, 4), ('。', 'OTHER', 6, 7)]",[],['中考'],[],[],"[('中考', 10.7226238216)]",['中考'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('中考', '中性', 0.0, '天后中考顺利。', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,“还忘不了她吗？” “早忘了。” “我还没说是谁...”,1,深海鱼子魉,2025-04-23 19:52:06,1359356908,还忘不了她吗？ 早忘了。 我还没说是谁,['忘不了'],1,2,0.4583966732025146,正面,"[('？', 'OTHER', 6, 7), (' ', 'OTHER', 7, 8), ('。', 'OTHER', 11, 12), (' ', 'OTHER', 12, 13)]",[],[],[],[],"[('忘不了', 9.18217878068)]",['忘不了'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,^晚安过后 还是会想很多 失眠的夜 只有眼泪陪伴.💤,1,冬日冰椰子,2025-04-23 19:51:47,1359356908,晚安过后 还是会想很多 失眠的夜 只有眼泪陪伴,"['晚安', '过后', '会想', '很多', '失眠', '眼泪', '陪伴']",7,2,0.4856926798820495,正面,"[('过后', 'TIME', 2, 4), (' ', 'OTHER', 4, 5), (' ', 'OTHER', 11, 12), (' ', 'OTHER', 16, 17)]",[],[],[],[],"[('晚安', 2.8154050806), ('陪伴', 2.2111079616575), ('失眠', 2.0764915680925), ('眼泪', 1.62077431239)]","['晚安', '陪伴', '失眠', '眼泪']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安过后 还是', []), ('眼泪', '中性', 0.0, '的夜 只有眼泪陪伴', []), ('陪伴', '中性', 0.0, ' 只有眼泪陪伴', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,有人发现颜人中600w粉丝了吗！,1,潇洒一只忆,2025-04-23 19:51:37,1359356908,有人发现颜人中w粉丝了吗！,"['有人', '发现', '颜人', '粉丝']",4,1,0.4063657522201538,中性,"[('！', 'OTHER', 12, 13)]",[],[],[],[],"[('颜人', 3.9849225009666664), ('粉丝', 3.1052367244366668), ('发现', 1.4576826209333333)]","['颜人', '粉丝', '发现']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('颜人', '中性', 0.0, '有人发现颜人中w粉丝了', []), ('粉丝', '中性', 0.0, '现颜人中w粉丝了吗！', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,来啦,1,绿水人家绕1997,2025-04-23 19:46:51,1359356908,来啦,[],0,1,0.3894240260124206,中性,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
